hotel_id,name,city,neighborhood,distance_km,price_per_night,rating,review_count,amenities,available_rooms
H6291,Pan Pacific Doha Commercial Zone Airport Hotel,Doha,Commercial Zone,8.6,84,3.5,1255,Business Center|Parking|Concierge|Rooftop Lounge,44
H6292,InterContinental Plaza Rio de Janeiro,Rio de Janeiro,Suburbs,28.6,458,3.9,9631,Airport Shuttle|WiFi|Minibar|Business Center|EV Charging|Wheelchair Accessible|Non-Smoking|Laundry|Gym|Cinema Room|Pet Friendly,44
H6293,Westin Oslo Downtown Plaza,Oslo,Downtown,16.8,389,3.5,9199,Library|Spa|Business Center|Gym|Minibar|Concierge|Golf Course|Safe,43
H6294,Rocco Forte Lodge Mumbai,Mumbai,Colaba,29.5,77,3.7,2089,WiFi|Sauna|Concierge|Library|Minibar|Spa,17
H6295,Novotel Beach Resort Shanghai,Shanghai,Commercial Zone,13.5,26,2.9,1609,Sauna|Garden|Wheelchair Accessible,29
H6296,Rocco Forte Tower Manila,Manila,University Area,8.3,142,4.2,954,Cinema Room|Breakfast Included|24hr Front Desk|Garden|Room Service|Non-Smoking|Hot Tub|Airport Shuttle|Beach Access|Concierge|Library|Bar,12
H6297,Jumeirah Boutique Hotel Stockholm,Stockholm,Suburbs,8.5,58,3.8,1811,Minibar|Golf Course|Balcony,51
H6298,COMO Copenhagen Residential Area Hotel,Copenhagen,Residential Area,5.7,158,3.8,3260,Beach Access|WiFi|Breakfast Included|Golf Course|Cinema Room|Business Center,56
H6299,Oaks Hotels Boutique Hotel Philadelphia,Philadelphia,Old Town,25.4,395,4.5,9738,Pool|Wheelchair Accessible|Restaurant|Coworking Space|Pet Friendly|Cinema Room|EV Charging|Yoga Studio|Beach Access|Parking|Library,61
H6300,Okura Collection Perth,Perth,Old Town,34.5,168,4.2,5206,Cinema Room|Sauna|Coworking Space|Kids Club|Pool|Balcony,46
H6301,Mandarin Oriental Beach Resort Nashville,Nashville,Waterfront,10.0,270,4.3,1461,EV Charging|Library|Garden|Balcony|Spa|Kids Club|Yoga Studio|WiFi|Restaurant|Kitchen|Breakfast Included|Coworking Space|Pet Friendly|Laundry|Concierge,1
H6302,Marriott Residence Washington DC,Washington DC,Business District,34.4,109,3.6,2831,Golf Course|EV Charging|Rooftop Lounge|Beach Access|Pet Friendly|Non-Smoking|Restaurant|Tennis Court|Minibar|Safe|Kids Club,21
H6303,Grand Hyatt Suites Hyderabad,Hyderabad,Waterfront,33.1,112,3.9,1699,Business Center|Parking|Minibar|Golf Course|Hot Tub|Garden,20
H6304,Courtyard by Marriott Collection Suva,Suva,Business District,27.6,187,4.6,1699,Garden|Parking|Cinema Room|WiFi|Beach Access|Kids Club|Bar|Breakfast Included|Restaurant,14
H6305,Oaks Hotels Riyadh City Center Collection,Riyadh,City Center,13.0,46,2.2,648,Garden|Pool|Concierge,62
H6306,QT Hotels Resort Seoul,Seoul,Bukchon,18.7,160,4.6,8993,Rooftop Lounge|Garden|Hot Tub|Concierge|Restaurant|Library|Bar|Sauna|Safe|Tennis Court|Gym|Laundry,39
H6307,QT Hotels Plaza Abu Dhabi,Abu Dhabi,Commercial Zone,11.7,215,4.1,2735,Concierge|Golf Course|Pet Friendly|Coworking Space|Gym|Breakfast Included|Minibar|Tennis Court|Hot Tub|Laundry,25
H6308,W Hotel Amman Old Town Residence,Amman,Old Town,26.0,153,3.9,4183,Tennis Court|Laundry|Pet Friendly|Yoga Studio|Sauna|Rooftop Lounge,2
H6309,ibis Minneapolis Airport Area Residence,Minneapolis,Airport Area,7.7,212,3.8,7319,Library|Tennis Court|Non-Smoking|Beach Access|Room Service|Pool,49
H6310,Westin Boutique Hotel Tokyo,Tokyo,Akihabara,11.2,734,4.2,11872,Spa|Concierge|Pool|Beach Access|Minibar|Bar|24hr Front Desk|Wheelchair Accessible|Cinema Room,46
H6311,Sheraton Vancouver Commercial Zone Tower,Vancouver,Commercial Zone,3.4,395,4.8,4381,Coworking Space|Breakfast Included|Gym|Balcony|Pool|Parking|Concierge|Minibar|24hr Front Desk|Airport Shuttle,30
H6312,ITC Lisbon Downtown City Hotel,Lisbon,Downtown,30.3,70,4.0,4972,Spa|Laundry|Minibar|Business Center|Bar|Sauna|Safe,30
H6313,Courtyard by Marriott Lodge Philadelphia,Philadelphia,Waterfront,25.4,353,4.7,5121,Business Center|Gym|Room Service|EV Charging|Wheelchair Accessible|Yoga Studio|Concierge,37
H6314,Novotel Beach Resort Adelaide,Adelaide,Suburbs,12.8,49,2.6,463,Pet Friendly|Balcony|Concierge,45
H6315,Peninsula Bangkok Riverside City Hotel,Bangkok,Riverside,1.4,95,3.4,1094,Sauna|EV Charging|Yoga Studio|Spa|Safe|Bar|24hr Front Desk|Room Service,47
H6316,Movenpick Resort Warsaw,Warsaw,Downtown,29.6,185,3.6,5133,Wheelchair Accessible|Safe|Concierge|Yoga Studio|Kids Club|Hot Tub|Parking|Cinema Room,72
H6317,Kempinski Beach Resort Cape Town,Cape Town,Suburbs,14.4,162,3.3,1486,Golf Course|Breakfast Included|Kids Club|Yoga Studio,73
H6318,Taj Rome Centro Storico Plaza,Rome,Centro Storico,22.6,121,3.5,1940,Airport Shuttle|Safe|Breakfast Included|Garden|Kids Club|Tennis Court,31
H6319,Corinthia Collection London,London,Soho,20.5,194,4.0,4435,Airport Shuttle|Parking|Yoga Studio|Kids Club|Concierge,45
H6320,Crowne Plaza Lodge Johannesburg,Johannesburg,Business District,17.7,316,4.1,5897,Spa|Airport Shuttle|Sauna|Parking|Minibar|WiFi|Garden,8
H6321,ibis City Hotel Madrid,Madrid,City Center,27.1,263,4.4,8962,Concierge|WiFi|Business Center|Rooftop Lounge|Cinema Room|Sauna|Parking,51
H6322,Crowne Plaza Seoul Jongno Collection,Seoul,Jongno,6.2,96,3.3,1017,Pet Friendly|Bar|Non-Smoking,8
H6323,Anantara Beach Resort St Louis,St Louis,City Center,15.7,1195,4.8,12633,Tennis Court|Concierge|Sauna|Bar|Spa|Garden|Rooftop Lounge|Restaurant|WiFi|Kids Club|Yoga Studio|Pet Friendly,23
H6324,Belmond Suites Johannesburg,Johannesburg,Waterfront,17.5,186,3.9,2637,Safe|Minibar|Spa|Business Center|Parking,20
H6325,JW Marriott Toronto Waterfront City Hotel,Toronto,Waterfront,31.5,472,3.6,6394,Yoga Studio|WiFi|Library|Pet Friendly|Breakfast Included|Restaurant|Coworking Space|Laundry,11
H6326,FIVE Hotels Lodge Honolulu,Honolulu,City Center,22.0,158,3.8,3742,Garden|Tennis Court|Cinema Room|Pool|Pet Friendly|Safe|Business Center,16
H6327,APA Hotel Boston Commercial Zone Hotel,Boston,Commercial Zone,22.2,377,4.1,6663,Pet Friendly|EV Charging|Parking|Wheelchair Accessible|24hr Front Desk|Safe,10
H6328,Dorchester Collection Beijing Business District Grand,Beijing,Business District,32.9,490,4.5,6931,Tennis Court|Bar|Rooftop Lounge|24hr Front Desk|Parking|EV Charging,41
H6329,JW Marriott Lodge Doha,Doha,Residential Area,2.8,84,3.2,3367,Room Service|Pool|Kids Club|Parking|Garden|WiFi|Spa,27
H6330,Kempinski Boutique Hotel Dhaka,Dhaka,City Center,8.2,378,4.3,3773,Concierge|Pet Friendly|Coworking Space|Hot Tub|Library|Tennis Court|Pool|Wheelchair Accessible,64
H6331,Accor Boutique Hotel Suva,Suva,Airport Area,16.1,77,3.6,1566,Bar|Kids Club|Breakfast Included|Rooftop Lounge|Non-Smoking|Yoga Studio|Beach Access|Business Center,16
H6332,Best Western Suites Boston,Boston,Suburbs,32.3,748,4.7,10026,Bar|WiFi|EV Charging|Golf Course|Safe|Concierge|Kitchen|Cinema Room|Pet Friendly|Breakfast Included,4
H6333,Belmond Residence Helsinki,Helsinki,Commercial Zone,8.4,617,5.0,2846,Cinema Room|Concierge|Non-Smoking|Golf Course|Breakfast Included|EV Charging|Parking|Kids Club|Minibar|Spa|Coworking Space|Balcony|Rooftop Lounge|Pool,23
H6334,Holiday Inn Palace Atlanta,Atlanta,University Area,25.4,340,4.3,3715,Cinema Room|Minibar|Balcony|Yoga Studio|Safe|Business Center|Hot Tub|Concierge,79
H6335,Sofitel Inn Honolulu,Honolulu,Business District,25.7,852,4.8,2142,Balcony|Spa|Golf Course|Bar|Hot Tub|Non-Smoking|Beach Access|Coworking Space|Garden|Laundry|Concierge|24hr Front Desk|Safe|Library,17
H6336,QT Hotels Portland Suburbs Suites,Portland,Suburbs,10.2,199,3.9,2631,24hr Front Desk|Sauna|Yoga Studio|Gym|Rooftop Lounge,35
H6337,Atlantis Santiago Suburbs Boutique Hotel,Santiago,Suburbs,22.2,185,3.6,2371,WiFi|Pet Friendly|Beach Access|Breakfast Included|Tennis Court|Kitchen|Laundry,32
H6338,Meriton Accra Commercial Zone Residence,Accra,Commercial Zone,23.5,91,3.4,1931,Golf Course|24hr Front Desk|Kids Club|Wheelchair Accessible,25
H6339,Ramada Residence Atlanta,Atlanta,Commercial Zone,30.5,163,3.1,4012,Library|Pool|Concierge|Safe|WiFi|Restaurant|Spa,24
H6340,Hyatt Collection Edinburgh,Edinburgh,City Center,29.1,89,2.4,409,Library|Business Center|Minibar|Gym|Bar,78
H6341,Anantara Plaza Boston,Boston,Commercial Zone,9.6,68,3.6,579,Business Center|Kitchen|Parking|WiFi|Spa,53
H6342,Rotana Grand Osaka,Osaka,Downtown,23.0,65,3.5,1576,EV Charging|Coworking Space|Business Center|Beach Access|Rooftop Lounge|Cinema Room|Parking,73
H6343,Lotte Auckland Old Town Inn,Auckland,Old Town,5.8,268,3.5,5138,Coworking Space|Non-Smoking|Concierge|Kids Club|Spa|Business Center|Cinema Room,78
H6344,QT Hotels Plaza Houston,Houston,Suburbs,19.4,208,3.9,3381,Cinema Room|Parking|Wheelchair Accessible|Business Center|Bar|Hot Tub|Breakfast Included|Golf Course|Pet Friendly|Library|Minibar,34
H6345,Ritz-Carlton Palace Newark,Newark,Business District,10.1,401,3.6,9479,Concierge|Parking|Business Center|Room Service|Kids Club|Sauna,74
H6346,Address Hotels Hyderabad Residential Area Tower,Hyderabad,Residential Area,32.2,83,4.1,1796,Balcony|Room Service|Sauna|24hr Front Desk|Yoga Studio|EV Charging|Restaurant|Business Center,71
H6347,Anantara Palace Muscat,Muscat,Downtown,22.4,452,3.7,342,Pool|Coworking Space|Hot Tub|EV Charging|Spa|Business Center|Library|Restaurant,71
H6348,Wyndham Beach Resort Phoenix,Phoenix,Commercial Zone,5.4,775,4.9,4020,Parking|Restaurant|Spa|Minibar|24hr Front Desk|Breakfast Included|WiFi|Rooftop Lounge,10
H6349,Sofitel Grand Istanbul,Istanbul,Fatih,29.0,57,3.3,1455,Cinema Room|Safe,73
H6350,Prince Hotel Guangzhou Old Town Hotel,Guangzhou,Old Town,30.3,175,3.6,4339,Kitchen|Safe|Airport Shuttle|Tennis Court,60
H6351,Address Hotels Airport Hotel Stockholm,Stockholm,Suburbs,20.0,70,3.6,1262,Rooftop Lounge|WiFi|Airport Shuttle,17
H6352,Shangri-La Tower Washington DC,Washington DC,Suburbs,33.3,396,4.5,6999,Library|Coworking Space|Balcony|Kitchen|Non-Smoking|Golf Course|EV Charging|Parking,72
H6353,Ascott Amman University Area Grand,Amman,University Area,8.1,388,4.4,14330,Spa|Business Center|Parking|Library|Breakfast Included|Concierge|Wheelchair Accessible|Beach Access|Gym|Pet Friendly|Kitchen,42
H6354,Minor Hotels Suites Lima,Lima,Old Town,9.4,50,4.1,4592,Beach Access|Wheelchair Accessible|Rooftop Lounge|Bar|WiFi|Golf Course|Garden|Safe,17
H6355,Meriton Santiago Business District Inn,Santiago,Business District,1.3,111,3.6,2333,Library|Concierge|Sauna|Minibar|Business Center|Parking|Cinema Room,27
H6356,Four Seasons Barcelona Poble Sec Beach Resort,Barcelona,Poble Sec,12.6,67,2.7,1043,Pet Friendly|Bar,61
H6357,Rotana Amman Residential Area Suites,Amman,Residential Area,4.6,81,2.0,431,Coworking Space|Cinema Room|Kitchen|Rooftop Lounge,40
H6358,Ritz-Carlton Auckland Business District Tower,Auckland,Business District,10.9,204,4.2,4942,Room Service|Pool|Non-Smoking|Spa|Hot Tub|WiFi|Gym|EV Charging|Safe|24hr Front Desk,10
H6359,ITC Mexico City Old Town Suites,Mexico City,Old Town,18.9,252,4.7,8318,Pool|Safe|Restaurant|Yoga Studio|Garden|Room Service|Parking|Wheelchair Accessible,10
H6360,Oaks Hotels Chengdu Commercial Zone Grand,Chengdu,Commercial Zone,5.2,912,4.7,10600,Pool|Garden|Yoga Studio|Wheelchair Accessible|Balcony|Sauna|Golf Course|Cinema Room|Safe|Library|Minibar|Parking|EV Charging|WiFi|Kids Club,48
H6361,Rotana Beach Resort Bogota,Bogota,Old Town,11.8,81,3.1,1084,Laundry|Pool|Breakfast Included|Pet Friendly|Coworking Space,6
H6362,ibis Shanghai City Center Inn,Shanghai,City Center,0.7,97,2.5,1373,Pool|Library,17
H6363,Shangri-La Suva Residential Area Plaza,Suva,Residential Area,26.1,51,3.3,841,Bar|Golf Course|EV Charging|Airport Shuttle|Laundry|Balcony,48
H6364,Melia Resort Cebu,Cebu,Old Town,10.5,180,3.9,3928,Garden|WiFi|EV Charging|Hot Tub|24hr Front Desk|Yoga Studio|Library,7
H6365,Four Seasons Atlanta Commercial Zone Resort,Atlanta,Commercial Zone,4.6,96,2.4,143,Concierge|Rooftop Lounge,17
H6366,Shangri-La Bangalore Suburbs Lodge,Bangalore,Suburbs,9.8,320,3.5,9903,Laundry|Spa|Yoga Studio|Tennis Court|Breakfast Included|Cinema Room|EV Charging|Sauna|Rooftop Lounge,0
H6367,Courtyard by Marriott Boutique Hotel Wellington,Wellington,Business District,25.4,109,3.4,3678,WiFi|Airport Shuttle|EV Charging|Non-Smoking|Minibar|Bar,52
H6368,Corinthia Inn Warsaw,Warsaw,Old Town,29.8,544,4.8,13981,Hot Tub|Beach Access|Pool|Safe|EV Charging|Airport Shuttle|WiFi|Wheelchair Accessible|Coworking Space|Garden|Golf Course|Pet Friendly|Parking,75
H6369,One&Only Bahrain City Center Lodge,Bahrain,City Center,15.8,363,4.7,4006,Restaurant|Pool|Garden|Tennis Court|Minibar|Kitchen|Cinema Room|Gym|Pet Friendly|Laundry,50
H6370,Novotel Accra Suburbs Resort,Accra,Suburbs,31.7,249,4.2,416,Balcony|24hr Front Desk|Gym|Garden|Hot Tub|Business Center|Sauna|Airport Shuttle|Library|Beach Access|Kids Club|Concierge,11
H6371,Prince Hotel Sydney Potts Point Lodge,Sydney,Potts Point,6.5,149,3.6,1370,WiFi|Bar|Pet Friendly|Minibar,53
H6372,Novotel Palace Vienna,Vienna,Downtown,1.2,497,4.3,1830,Tennis Court|Restaurant|24hr Front Desk|WiFi|Parking|Breakfast Included|Cinema Room|Beach Access|Bar|Garden,74
H6373,Ramada Zurich Old Town Boutique Hotel,Zurich,Old Town,31.7,244,4.0,9274,Minibar|Beach Access|Hot Tub|Yoga Studio|Kids Club|Garden|Safe|Parking|Cinema Room|Concierge,19
H6374,Peninsula Accra Airport Area City Hotel,Accra,Airport Area,32.5,177,4.1,3283,Pool|EV Charging|Rooftop Lounge|Tennis Court,65
H6375,APA Hotel Mumbai Bandra Resort,Mumbai,Bandra,19.4,200,3.7,3944,Concierge|Parking|Coworking Space|Safe|Sauna|Golf Course,11
H6376,Mandarin Oriental Collection Amman,Amman,Business District,8.8,189,3.7,1411,Spa|Pet Friendly|Safe|Beach Access|Breakfast Included|Balcony,2
H6377,Paramount Montreal Business District Grand,Montreal,Business District,13.7,178,3.9,2315,Wheelchair Accessible|Balcony|EV Charging|Coworking Space|Parking,46
H6378,Tokyu Budapest Old Town Resort,Budapest,Old Town,21.7,345,4.1,5596,Sauna|Yoga Studio|Balcony|Business Center|Kids Club|Gym,37
H6379,Shangri-La Miami Key Biscayne Residence,Miami,Key Biscayne,34.6,57,3.4,1690,Safe|Restaurant|WiFi|Kids Club|Golf Course|Wheelchair Accessible|Sauna,24
H6380,Grand Hyatt Inn Stockholm,Stockholm,University Area,26.2,449,4.3,2885,EV Charging|Library|Breakfast Included|Coworking Space|WiFi|Beach Access|Laundry|Pet Friendly,7
H6381,Mercure Milan Old Town Airport Hotel,Milan,Old Town,17.2,255,4.0,4640,Airport Shuttle|Pet Friendly|Parking|Sauna|Yoga Studio|Concierge|Garden|Rooftop Lounge|Restaurant|Business Center|Laundry,61
H6382,Hilton Plaza Munich,Munich,Suburbs,10.5,103,3.1,3863,Beach Access|Tennis Court|Hot Tub|Library|Rooftop Lounge|Safe|EV Charging,74
H6383,Crowne Plaza Barcelona La Rambla Suites,Barcelona,La Rambla,34.8,105,3.7,1655,24hr Front Desk|Bar|Business Center|Breakfast Included|Spa|Tennis Court|Library|Pet Friendly|Coworking Space|Beach Access,68
H6384,Minor Hotels Palace Minneapolis,Minneapolis,Old Town,3.8,279,4.6,1061,WiFi|Bar|Pet Friendly|Spa|Balcony|Beach Access|Garden|Airport Shuttle|Kids Club,39
H6385,Centara Grand Kathmandu,Kathmandu,Airport Area,23.3,433,3.8,3582,Spa|Bar|Business Center|24hr Front Desk|WiFi|Restaurant|Minibar|Concierge|Safe,62
H6386,Emaar Hospitality Resort Honolulu,Honolulu,Residential Area,34.4,69,3.5,952,Coworking Space|Breakfast Included|Airport Shuttle|Parking,72
H6387,Rosewood Collection Dubai,Dubai,DIFC,32.9,211,4.0,3888,Bar|Restaurant|Minibar|Coworking Space|Non-Smoking|Library|Golf Course|Garden,53
H6388,Ritz-Carlton St Louis Downtown Airport Hotel,St Louis,Downtown,24.9,200,3.2,4524,Breakfast Included|Golf Course|Safe|Concierge,22
H6389,Meriton Hotel Mumbai,Mumbai,Bandra,27.5,364,3.8,1473,Safe|Breakfast Included|Non-Smoking|Business Center|Beach Access|24hr Front Desk|Room Service|Parking|Pet Friendly,13
H6390,Novotel Muscat Waterfront Collection,Muscat,Waterfront,30.5,386,4.7,2201,Minibar|Room Service|24hr Front Desk|Library|Balcony|Sauna|Beach Access|Cinema Room|Safe|Parking|Pool|Airport Shuttle,39
H6391,One&Only Phoenix Airport Area Tower,Phoenix,Airport Area,33.1,271,4.3,1174,Laundry|Breakfast Included|WiFi|Kitchen|Gym|Pet Friendly|Cinema Room|Beach Access|Spa|Yoga Studio|Hot Tub|Airport Shuttle,65
H6392,Waldorf Astoria Palace Kuwait City,Kuwait City,Airport Area,4.2,370,3.5,8020,Pool|Pet Friendly|Library|Balcony|Concierge|Breakfast Included,12
H6393,Waldorf Astoria Grand Rio de Janeiro,Rio de Janeiro,University Area,25.2,723,4.1,13200,Parking|Minibar|24hr Front Desk|Coworking Space|Gym|Restaurant|Beach Access|Hot Tub|Bar,55
H6394,Ascott Bogota Waterfront Palace,Bogota,Waterfront,12.0,353,4.5,658,Pet Friendly|Restaurant|Wheelchair Accessible|Rooftop Lounge|Yoga Studio|Hot Tub|Spa|Non-Smoking|Concierge|Bar|24hr Front Desk|Golf Course|WiFi|Beach Access,71
H6395,Lotte Shenzhen Suburbs Tower,Shenzhen,Suburbs,5.5,226,4.4,2527,Non-Smoking|Restaurant|Concierge|Tennis Court|Sauna|Bar,63
H6396,Marriott Suites Orlando,Orlando,Waterfront,25.0,717,4.3,3115,Laundry|Room Service|Rooftop Lounge|Wheelchair Accessible|Balcony|Airport Shuttle|Garden|Cinema Room|Kitchen|Coworking Space|Pet Friendly|EV Charging|Non-Smoking,25
H6397,Radisson Melbourne Residential Area Collection,Melbourne,Residential Area,23.0,442,4.6,8208,Rooftop Lounge|Golf Course|Tennis Court|Library|Sauna|Non-Smoking|Airport Shuttle|Bar|Safe|Balcony,27
H6398,Anantara Melbourne City Center Residence,Melbourne,City Center,21.0,107,3.1,4593,Concierge|EV Charging|Safe|Golf Course|Cinema Room|Room Service,60
H6399,Ritz-Carlton Grand Mauritius,Mauritius,Suburbs,21.5,172,3.0,3360,Restaurant|EV Charging|WiFi|Pool|Non-Smoking|Minibar|Room Service,75
H6400,Jumeirah Tower Bahrain,Bahrain,Commercial Zone,3.8,107,3.6,4055,Parking|Safe|Sauna|24hr Front Desk|Hot Tub|Spa,55
H6401,Dorchester Collection Boutique Hotel Paris,Paris,Le Marais,5.1,294,4.4,6170,Sauna|EV Charging|Pool|Kids Club|Kitchen|Pet Friendly|Rooftop Lounge|Breakfast Included|Balcony|Minibar,38
H6402,FIVE Hotels Plaza Mexico City,Mexico City,University Area,16.5,277,4.3,3971,Garden|Gym|EV Charging|Yoga Studio|Beach Access|Safe|WiFi|Bar|Rooftop Lounge|Pet Friendly|Laundry,13
H6403,Peninsula Grand Istanbul,Istanbul,Fatih,2.3,93,3.5,4535,Restaurant|Parking|Wheelchair Accessible|Non-Smoking|Laundry|Pool,29
H6404,Hyatt Hotel Chennai,Chennai,Old Town,26.6,1010,4.6,14265,Breakfast Included|Concierge|Airport Shuttle|Balcony|WiFi|Sauna|EV Charging|Hot Tub|Pet Friendly|Room Service|Spa|Laundry|24hr Front Desk|Minibar,11
H6405,Mandarin Oriental St Louis Waterfront Boutique Hotel,St Louis,Waterfront,29.4,232,3.6,5572,Minibar|Yoga Studio|Cinema Room|Garden|Library|Room Service|Golf Course|Safe|Rooftop Lounge|Kitchen|Pool,71
H6406,Pan Pacific Honolulu Airport Area Boutique Hotel,Honolulu,Airport Area,26.4,151,4.2,2356,Sauna|Gym|Yoga Studio|Beach Access|Coworking Space|Non-Smoking|24hr Front Desk|Spa,62
H6407,NH Hotels Boutique Hotel Hong Kong,Hong Kong,Sai Ying Pun,3.3,383,3.6,7337,Parking|Library|Pool|24hr Front Desk|Minibar|Bar|Gym|Spa|Non-Smoking|Wheelchair Accessible|Coworking Space|Restaurant,50
H6408,Dormy Inn Suites Buenos Aires,Buenos Aires,University Area,4.7,116,4.1,710,Beach Access|Cinema Room|24hr Front Desk|Pool|Concierge|Minibar|Coworking Space,63
H6409,Rocco Forte Palace Jakarta,Jakarta,City Center,31.3,334,4.7,6584,Kitchen|Garden|WiFi|Room Service|Breakfast Included|24hr Front Desk|Parking|Rooftop Lounge|Beach Access,68
H6410,Wyndham Sydney Chippendale Hotel,Sydney,Chippendale,13.5,146,3.8,2819,Golf Course|Airport Shuttle|Safe|Yoga Studio|Business Center|Kids Club|Pool|Balcony,19
H6411,Belmond Inn Lima,Lima,Business District,16.0,196,3.7,933,Restaurant|Rooftop Lounge|Safe|24hr Front Desk|Balcony|Breakfast Included|Parking,78
H6412,Crowne Plaza Tower Chengdu,Chengdu,University Area,27.6,200,3.9,2912,Minibar|Rooftop Lounge|Golf Course|Yoga Studio|Garden|Room Service|Gym,27
H6413,Crowne Plaza Beach Resort Barcelona,Barcelona,Sants,18.1,67,3.2,1579,Beach Access|WiFi|Bar,14
H6414,Holiday Inn Vienna Downtown Lodge,Vienna,Downtown,7.6,354,4.8,6696,Airport Shuttle|Room Service|Sauna|Hot Tub|Kitchen|Parking|Concierge|WiFi|Library|Wheelchair Accessible|Restaurant,74
H6415,Courtyard by Marriott Inn Austin,Austin,Business District,22.3,267,3.8,3348,EV Charging|Sauna|Restaurant|Beach Access|Room Service|Golf Course|Wheelchair Accessible|Coworking Space|Pet Friendly|Library,1
H6416,Rotana Residence Denver,Denver,Residential Area,19.9,136,4.7,8208,24hr Front Desk|Pet Friendly|Garden|Restaurant|Business Center|Kids Club|Golf Course|Yoga Studio,61
H6417,Fairmont Boutique Hotel Philadelphia,Philadelphia,University Area,4.1,117,3.6,9503,Golf Course|24hr Front Desk|Hot Tub|Restaurant|Gym|Rooftop Lounge|Pool|Cinema Room|Spa|Laundry,35
H6418,Dormy Inn Plaza Lagos,Lagos,Business District,22.2,344,4.2,4193,Library|Wheelchair Accessible|Business Center|Laundry|24hr Front Desk|Kitchen|Balcony|Pet Friendly|Tennis Court|Kids Club,13
H6419,DoubleTree Grand Johannesburg,Johannesburg,Suburbs,14.7,444,4.8,13942,Coworking Space|24hr Front Desk|Concierge|Non-Smoking|Breakfast Included|Hot Tub|Library|Airport Shuttle|Pool,54
H6420,Movenpick Resort Athens,Athens,Residential Area,13.7,62,4.3,2864,Pool|Minibar|Wheelchair Accessible|Airport Shuttle,46
H6421,Aman Palace Nairobi,Nairobi,Business District,0.5,151,4.4,1430,Kitchen|Breakfast Included|Non-Smoking|WiFi|Golf Course|EV Charging|Concierge|Balcony,65
H6422,Renaissance Zurich Commercial Zone City Hotel,Zurich,Commercial Zone,19.3,84,3.4,4037,Library|EV Charging|Garden|Laundry,8
H6423,APA Hotel Plaza Nashville,Nashville,Commercial Zone,30.8,95,4.1,2425,Airport Shuttle|Gym|Yoga Studio|Laundry|Parking|Kids Club|Coworking Space,18
H6424,Accor Raleigh Commercial Zone Plaza,Raleigh,Commercial Zone,16.1,55,2.4,966,Gym|WiFi,63
H6425,Radisson Boutique Hotel Copenhagen,Copenhagen,Commercial Zone,8.6,1112,4.3,8215,Kids Club|Tennis Court|Bar|Spa|Room Service|Coworking Space|Breakfast Included|Restaurant|EV Charging|Yoga Studio|Laundry|WiFi|Beach Access|Business Center|Cinema Room|Kitchen,32
H6426,Sheraton St Louis Business District Boutique Hotel,St Louis,Business District,2.0,91,4.2,1611,Concierge|Hot Tub|24hr Front Desk|Rooftop Lounge|Beach Access,34
H6427,Corinthia Rome Prati Hotel,Rome,Prati,3.9,73,3.5,3016,Kitchen|Cinema Room|Garden|Breakfast Included|Laundry|Beach Access|Coworking Space,53
H6428,Hyatt Manchester Airport Area Inn,Manchester,Airport Area,20.1,140,4.2,1617,Balcony|Room Service|Concierge|Sauna|Airport Shuttle,51
H6429,Fraser Suites Dubai Al Barsha Grand,Dubai,Al Barsha,21.7,225,4.7,6511,Room Service|Garden|Bar|Golf Course|Beach Access|Laundry,65
H6430,QT Hotels Boutique Hotel Sapporo,Sapporo,University Area,14.4,159,4.1,3944,Pet Friendly|Kids Club|Hot Tub|Room Service|Business Center|Minibar|Airport Shuttle|Balcony,66
H6431,InterContinental Palace Nairobi,Nairobi,Suburbs,32.7,170,3.1,4932,Spa|Tennis Court|Kids Club|Business Center|Airport Shuttle|EV Charging|WiFi,29
H6432,Prince Hotel Beach Resort Houston,Houston,Downtown,20.6,227,4.7,7977,Pool|Garden|24hr Front Desk|Wheelchair Accessible|Hot Tub|Kitchen|Beach Access|Coworking Space,70
H6433,Mandarin Oriental Munich Suburbs Collection,Munich,Suburbs,16.0,149,3.1,3412,Gym|Sauna|Golf Course|Laundry|Cinema Room,31
H6434,COMO Residence Vienna,Vienna,Downtown,25.0,577,4.8,1490,Business Center|EV Charging|Beach Access|Minibar|Parking|Garden|Balcony|WiFi|Rooftop Lounge,51
H6435,Minor Hotels Inn Wellington,Wellington,Waterfront,14.4,314,4.6,6833,Wheelchair Accessible|Coworking Space|Gym|Library|Non-Smoking|24hr Front Desk|Tennis Court|Sauna|Airport Shuttle|Rooftop Lounge,14
H6436,Taj Palace Tampa,Tampa,Downtown,20.2,261,4.3,778,Hot Tub|Bar|Gym|Business Center|Cinema Room|Laundry|Balcony|Rooftop Lounge|Kids Club,27
H6437,Taj Suites Moscow,Moscow,Downtown,25.4,1085,4.8,6272,Hot Tub|Room Service|Business Center|Sauna|Kitchen|Parking|Wheelchair Accessible|Breakfast Included|Golf Course|Non-Smoking|Yoga Studio,64
H6438,Ritz-Carlton Sao Paulo Airport Area Lodge,Sao Paulo,Airport Area,34.0,201,4.3,10595,Non-Smoking|Pool|Golf Course|24hr Front Desk|Kitchen|Library|Cinema Room|Safe|Garden|Airport Shuttle|Hot Tub,39
H6439,Anantara Colombo Waterfront Airport Hotel,Colombo,Waterfront,13.1,55,4.1,129,Garden|Sauna|Gym|Pet Friendly|Yoga Studio|Hot Tub|Wheelchair Accessible,71
